Time,Regression
2014-10-07 01:20:00,32.77952049090452
2014-10-07 01:30:00,32.779606122091884
2014-10-07 01:50:00,32.77969173753256
2014-10-07 02:00:00,32.779777337226534
2014-10-07 02:10:00,32.77986292117381
2014-10-07 02:20:00,32.77994848937439
2014-10-07 02:30:00,32.78003404182827
2014-10-07 02:40:00,32.78011957853546
2014-10-07 02:50:00,32.78020509949595
2014-10-07 03:00:00,32.78029060470974
2014-10-07 03:10:00,32.78037609417684
2014-10-07 03:20:00,32.78046156789724
2014-10-07 03:30:00,32.78054702587094
2014-10-07 03:40:00,32.78063246809794
2014-10-07 03:50:00,32.78071789457825
2014-10-07 04:00:00,32.78080330531186
2014-10-07 04:10:00,32.780888700298775
2014-10-07 04:20:00,32.78097407953899
2014-10-07 04:30:00,32.78105944303251
2014-10-07 04:40:00,32.78114479077934
2014-10-07 04:50:00,32.78123012277946
2014-10-07 05:00:00,32.78131543903289
2014-10-07 05:10:00,32.78140073953962
2014-10-07 05:20:00,32.78148602429965
2014-10-07 05:30:00,32.78157129331299
2014-10-07 05:40:00,32.78165654657963
2014-10-07 05:50:00,32.78174178409957
2014-10-07 06:00:00,32.78182700587282
2014-10-07 06:10:00,32.78191221189937
2014-10-07 06:20:00,32.78199740217922
2014-10-07 06:30:00,32.78208257671238
2014-10-07 06:40:00,32.78216773549884
2014-10-07 06:50:00,32.7822528785386
2014-10-07 07:00:00,32.78233800583166
2014-10-07 07:10:00,32.78242311737803
2014-10-07 07:20:00,32.7825082131777
2014-10-07 07:30:00,32.782593293230676
2014-10-07 07:40:00,32.782678357536945
2014-10-07 07:50:00,32.78276340609653
2014-10-07 08:00:00,32.78284843890941
2014-10-07 08:10:00,32.782933455975595
2014-10-07 08:20:00,32.783018457295086
2014-10-07 08:30:00,32.783103442867876
2014-10-07 08:40:00,32.78318841269397
2014-10-07 08:50:00,32.783273366773365
2014-10-07 09:00:00,32.78335830510606
2014-10-07 09:10:00,32.78344322769207
2014-10-07 09:20:00,32.78352813453137
2014-10-07 09:30:00,32.78361302562398
2014-10-07 09:40:00,32.78369790096989
2014-10-07 09:50:00,32.78378276056911
