TIME,resid
1412835600,-5.956297851
1412836200,-6.041848996
1412836800,-2.609076923
1412837400,-7.154269874
1412838000,-5.180154181
1412838600,-4.071819126
1412839200,-2.938982695
1412839800,-3.248532919
1412840400,-3.719327542
1412841000,0.842736069
1412841600,1.510820601
1412842200,-1.047241384
1412842800,-3.441831614
1412843400,-1.413871155
1412844000,-4.595024088
1412844600,-4.34288237
1412845200,3.322530057
1412845800,-0.456921898
1412846400,1.395170708
1412847000,-1.516563807
1412847600,-1.312262877
1412848200,1.670089792
1412848800,-4.308967995
1412849400,-4.635950405
1412850000,-2.804679281
1412850600,-4.300368724
1412851200,-4.229034013
1412851800,5.082717142
1412852400,4.17990335
1412853000,2.549214019
1412853600,0.088963508
1412854200,1.783782024
1412854800,0.35142805
1412855400,-1.456581765
1412856000,0.701923214
1412856600,-3.854601148
1412857200,2.083123331
1412857800,-3.372980064
1412858400,0.569575214
1412859000,-1.379438829
1412859600,-3.190644638
1412860200,-1.797106384
1412860800,0.198798226
1412861400,6.450295385
1412862000,8.635528931
1412862600,8.057527745
1412863800,5.347711246
1412865000,7.589598153
1412865600,6.038901092
1412866200,2.271941212
1412866800,2.563400578
1412867400,4.273326216
1412868000,0.730946272
1412868600,-1.751191392
1412869200,-4.913848139
1412869800,-4.542977244
1412870400,-3.246282806
1412871000,0.215928426
1412871600,0.577211748
1412872200,-0.801104193
1412872800,-1.340368339
1412873400,-3.393392777
1412874000,-8.732316152
1412874600,-8.696717534
1412878200,-10.68601904
1412878800,-9.398718627
1412879400,-9.489985024
1412880000,-7.623076495
1412880600,-8.165149288
1412881800,-9.149990446
1412889000,-9.019291705
1412889600,-11.28391936
1412890200,-9.413040363
1412890800,-10.53704568
1412891400,-7.796415535
1412892000,-8.801690806
1412892600,-13.12598548
1412893200,-10.74745314
1412893800,-8.722302638
1412894400,-9.875748512
1412895000,-8.015231957
1412895600,-7.049258551
1412896200,-7.921955278
1412896800,-7.470123898
1412897400,-9.503102278
1412898000,-8.61063316
1412898600,-8.158801852
1412899200,-4.374005727
1412899800,-5.718717665
1412900400,-5.466480818
1412901000,-0.841277138
1412901600,-0.892644614
1412902800,0.924195252
1412903400,-2.762288736
1412904000,-3.283540797
1412904600,-6.833862915
1412905200,-10.19882666
1412905800,-6.511552143
1412906400,-4.000247901
1412907000,-1.72611334
1412907600,0.281023753
1412908200,1.031907338
1412908800,1.31581169
1412909400,2.174966225
1412910000,2.657205955
1412910600,1.122196194
1412911200,2.571611604
1412911800,6.197390275
1412912400,10.44693771
1412913000,11.44157611
1412913600,13.92034066
1412914200,13.25120822
1412914800,11.77604755
1412915400,10.51839729
1412916000,9.467217291
1412916600,12.5773043
1412917200,10.36777951
1412917800,9.767115249
1412918400,9.278789392
1412919000,11.2069986
1412919600,10.71431474
1412920200,11.92413904
1412920800,14.00332715
1412921400,9.828267137
1412922000,11.27777896
1412922600,12.84844193
1412923200,18.77221883
1412924400,20.69597304
1412925000,20.42457631
1412925600,20.80842247
1412926800,17.87441135
1412928600,18.85587851
1412929200,20.91579452
1412931600,12.90292442
1412932200,16.75851199
1412932800,18.7292351
1412933400,18.39062881
1412934000,15.00542379
1412934600,14.0306527
1412935200,12.57486007
1412935800,13.22347601
1412937600,12.09084999
1412938200,12.79466666
1412938800,12.37616434
1412939400,13.3024304
1412940000,14.23024594
1412940600,14.3877685
1412941200,11.45278852
1412941800,11.43705807
1412942400,12.54006334
1412943000,12.80275781
1412943600,12.58665814
1412944200,11.72432197
1412944800,10.13914613
1412945400,10.36513682
1412946000,9.148159797
1412946600,10.41851041
1412947200,10.60886264
1412947800,11.2415958
1412948400,12.49528927
1412949000,11.83022305
1412949600,10.91278273
1412950200,10.35056423
1412950800,12.61356024
1412951400,15.92333728
1412952000,11.16983019
1412952600,2.670805068
1412953200,2.743395384
1412953800,3.949344798
1412954400,1.799086914
1412955000,3.986738526
1412955600,6.583069554
1412956200,5.604423887
1412956800,2.883467339
1412957400,4.806251964
1412958000,8.790930868
1412958600,7.971011548
1412959200,8.932818351
1412959800,9.78073721
1412960400,12.0543856
1412961000,3.203624644
1412961600,-1.072735064
1412962200,-1.160227375
1412962800,-6.150517188
1412963400,-2.294349792
1412964000,0.180829706
1412964600,-3.503913372
1412965200,1.811878718
1412965800,-1.287833012
1412966400,-9.529932988
1412967000,-5.84818083
1412967600,-0.12903579
1412968200,1.415090419
1412968800,0.982447708
1412969400,0.437950765
1412970000,1.292357711
1412970600,1.327759411
1412971200,-0.814654851
1412971800,-2.607754744
1412972400,-2.185560303
1412973000,-3.632638531
1412973600,-6.10712915
1412974200,-7.319458858
1412974800,-6.97967831
1412975400,-7.695394758
1412976000,-8.98665197
1412983200,-7.906987392
1412984400,-7.102358291
1412985000,-7.068215858
1412985600,-8.172565275
1412986200,-21.08009991
1412986800,-21.75165592
1412987400,-18.61309933
1412988000,-9.447586304
1412988600,-11.47243302
1412989200,-9.280424583
1412989800,-9.908691682
1412990400,-10.89189012
1412991000,-8.039506141
1412991600,-5.681023879
1412992200,-9.229896427
1412992800,-9.019014992
1412993400,-7.849286392
1412994000,-3.876423598
1412994600,-1.576919136
1412995200,-5.028754655
1412995800,-7.781477194
1412996400,-7.987119672
1412997000,-5.537604778
1412997600,-10.45923373
1413000600,-12.57530741
1413001200,-14.85388445
1413001800,-14.24836615
1413002400,-16.32357196
1413003000,-17.97411918
1413003600,-16.29276686
1413004200,-14.55970016
1413004800,-22.97166479
1413005400,-19.97634036
1413006000,-11.59022424
1413006600,-14.34246291
1413007200,-17.22292237
1413007800,-19.79435435
1413008400,-20.49109047
1413009000,-20.69963868
1413009600,-17.08190145
1413010200,-16.92689934
1413010800,-16.71785859
1413011400,-16.54823316
1413012000,-18.21524415
1413012600,-22.27719417
1413013200,-18.1773703
1413013800,-17.38668781
1413014400,-25.02196823
1413015000,-23.1300787
1413015600,-12.02256465
1413016200,3.743120243
1413016800,6.639179631
1413017400,3.741287912
1413018000,-3.610241299
1413018600,-12.14016187
1413019200,-1.829476045
1413019800,-11.94753272
1413020400,2.46534557
1413021000,2.159565995
1413021600,0.42776631
1413022200,2.161413304
1413022800,3.041288247
1413023400,6.850193893
1413024000,12.52546685
1413024600,17.32198215
1413025200,19.30790625
1413025800,16.54114023
1413026400,16.58380322
1413027000,6.647618272
1413027600,7.136148548
1413028200,8.635821462
1413028800,6.931621854
1413029400,14.76727869
1413030000,7.879532341
1413031200,17.64876584
1413038400,8.180237818
1413040200,8.865941216
1413040800,11.50904479
1413042000,0.592416296
1413042600,-8.330592565
1413043200,-10.38071728
1413043800,-13.43946675
1413044400,-15.46596171
1413045000,-15.96930261
1413045600,-13.99519391
1413046200,-15.29003653
1413046800,-18.65568309
1413047400,-22.32222233
1413048000,-24.04395105
1413048600,-25.02405251
1413049200,-18.57771254
1413049800,-18.67421424
1413050400,-22.84947236
1413051000,-20.86606691
1413058200,-8.807648009
1413058800,-6.126001203
1413060000,-10.37737839
1413060600,-9.109162074
1413061200,-6.903500999
1413061800,-11.30324246
1413062400,-13.91854618
1413063000,-9.363656309
1413063600,-11.33475733
1413064200,-8.8426334
1413066000,-10.13253751
1413066600,-11.32172443
1413067200,-18.04667778
1413067800,-21.1095922
1413069600,-20.37817952
1413070200,-22.26831958
1413070800,-23.87228721
1413071400,-22.54305988
1413072000,-21.53709607
1413072600,-19.97738133
1413073200,-18.71187707
1413073800,-19.19497853
1413074400,-18.36991842
1413075000,-17.72169452
1413075600,-17.74256217
1413076200,-18.16523341
1413076800,-16.56242351
1413077400,-18.51783638
1413078000,-16.84926982
1413078600,-11.3071582
1413079200,-13.00080325
1413079800,-16.37022773
1413080400,-15.63106805
1413081000,-18.66696367
1413081600,-19.69577842
1413082200,-19.04765167
1413082800,-21.78449474
1413083400,-20.37459732
1413084000,-12.97415661
1413084600,-9.437286123
1413085200,-8.751196874
1413085800,-7.724606013
1413086400,-15.98152699
1413087000,-17.26097287
1413087600,-15.96312353
1413088200,-15.33126676
1413088800,-12.32790714
1413089400,-7.756167555
1413090000,-5.625077113
1413090600,-2.606416301
1413091200,-2.806541905
1413091800,-2.955340497
1413092400,-3.445802875
1413093000,-0.589451825
1413093600,-8.091575121
1413094200,-5.066813331
1413094800,-0.416340248
1413095400,0.428959212
1413096000,4.239508832
1413096600,5.368559604
1413097200,9.358366433
1413097800,9.165503795
1413098400,9.931682007
1413099000,11.94849675
1413099600,7.611992515
1413100200,10.90297674
1413100800,15.76979786
1413101400,13.38943478
1413102000,9.500444102
1413102600,8.564598154
1413103200,7.865728147
1413103800,6.070493198
1413104400,1.85000722
1413105000,2.023696791
1413105600,6.661095523
1413106200,3.970058375
1413106800,10.3573217
1413107400,8.739891199
1413108600,5.637559756
1413109200,2.49319822
1413109800,4.817296839
1413111000,2.104857122
1413111600,3.216088077
1413112200,7.485481383
1413112800,3.669219722
1413113400,3.051310452
1413115200,4.159345464
1413115800,4.330710414
1413116400,5.129524175
1413117000,7.848743905
1413117600,5.954824947
1413118200,8.461473208
1413125400,-0.58288336
1413126000,-3.091371055
1413126600,-5.66551865
1413127200,-5.570853944
1413127800,-10.37753409
1413128400,-5.922201704
1413129000,-1.513935271
1413129600,-5.573468134
1413130200,-7.687415725
1413130800,-10.89550086
1413131400,-10.19972893
1413132000,-9.427160159
1413132600,-10.5195061
1413156600,-2.946201596
1413157200,0.496728917
1413157800,3.817830319
1413158400,7.871939912
1413159000,8.358432912
1413159600,5.253001608
1413160200,-2.244184213
1413160800,-4.145948091
1413161400,-9.098959185
1413162000,-2.289653054
1413162600,7.396969365
1413163200,10.86934002
1413163800,11.09687336
1413164400,13.58938174
1413165000,14.75794302
1413165600,16.14033465
1413166200,16.45066905
1413166800,15.97376286
1413167400,14.69867277
1413184200,14.25411224
1413184800,14.77895482
1413185400,11.95136698
1413186000,9.607705941
1413186600,13.80001061
1413187200,12.91946065
1413187800,15.91400524
1413189000,15.34403223
1413191400,11.345413
1413192000,10.13704778
1413192600,10.2274503
1413193200,10.64954168
1413193800,9.769378891
1413194400,6.779868474
1413195000,2.156802388
1413195600,1.773543361
1413196200,1.332662441
1413196800,5.227657302
1413197400,2.183817559
1413198000,-2.465977464
1413198600,0.682354164
1413199200,0.746705484
1413199800,-1.105669168
1413200400,-1.396927123
1413201000,-1.998568426
1413201600,-3.330409515
1413202200,-6.278277604
1413202800,-2.732306887
1413203400,1.461449767
1413204000,4.689289631
1413204600,1.851241923
1413205200,-0.075799297
1413205800,-2.969047839
1413206400,-1.851427284
1413207000,-5.660330885
1413207600,-5.075543155
1413208200,-11.62560121
1413208800,-13.33900591
1413209400,-13.24385884
1413210000,-18.97384649
1413210600,-18.4639189
1413211200,-12.07162217
1413211800,-12.32056007
1413212400,-11.98233604
1413213000,-14.42013008
1413213600,-13.56330933
1413214200,-7.645642589
1413214800,-8.464504444
1413215400,-5.619487353
1413216000,-4.972042297
1413216600,-3.750509182
1413217200,-3.465839819
1413217800,-0.325353417
1413218400,-6.503823565
1413219000,-12.5191125
1413219600,-3.925951485
1413220200,-20.69638564
1413220800,-21.83918919
1413221400,-5.938026384
1413222000,-12.88727388
1413222600,-7.94811395
1413223200,-5.320413977
1413223800,-6.168135616
1413224400,-7.293120136
1413225000,-10.02512521
1413225600,-14.23873856
1413226200,-13.97130776
1413226800,-16.7497978
1413227400,-10.57113854
1413228000,-4.036095338
1413228600,1.229523636
1413229200,-8.011137531
1413229800,-2.718983505
1413230400,-5.099059677
1413231000,1.477335537
1413231600,0.477666118
1413232200,-3.87898535
1413232800,-5.656695259
1413233400,-8.059917166
1413234000,-8.92361847
1413234600,-8.231916844
1413235200,-10.32330287
1413235800,-5.299502386
1413236400,-3.277849483
1413237000,-3.955030412
1413237600,-4.917318544
1413238200,-7.853857671
1413238800,-6.273326888
1413239400,-3.625581102
1413240000,-4.149749496
1413240600,-6.112915031
1413241200,-7.680378179
1413241800,-6.427662687
1413242400,-3.30877357
1413243000,-1.086461323
1413243600,-2.305384943
1413244200,0.937560569
1413244800,-1.643466506
1413245400,-1.996803286
1413246000,-2.986789064
1413246600,-3.939102761
1413247200,-5.122485006
1413247800,-9.570654317
1413248400,-7.352797136
1413249000,-6.111315842
1413249600,-9.478712125
1413250200,-7.74729978
1413250800,-4.13237883
1413251400,-4.731214102
1413252000,-6.25722878
1413252600,-7.671679811
1413253200,-5.466121989
1413253800,-5.50607372
1413254400,-3.962925288
1413255000,-5.726012928
1413255600,-3.82454372
1413256200,-4.30329333
1413256800,-3.211145055
1413257400,-9.258684742
1413258000,-15.53061078
1413258600,-12.95724173
1413259200,-10.05799444
1413259800,-7.932429652
1413260400,-8.48448998
1413261000,-6.310406677
1413261600,-7.037366371
1413262200,-12.68290906
1413262800,-12.71027159
1413263400,-12.83254075
1413264000,-4.628886359
1413264600,-8.20159155
1413265200,-2.252356339
1413265800,-1.198268002
1413266400,-2.33923377
1413267000,-6.57928743
1413267600,-5.710460741
1413268200,-2.421418941
1413268800,-4.524137326
1413269400,-3.049264298
1413270000,-5.03354318
1413270600,-1.256119887
1413271200,-3.886151084
1413271800,-6.249184867
1413272400,-4.308882279
1413273000,-6.189926177
1413273600,-5.982153316
1413274200,-8.563085028
1413274800,-10.66715953
1413275400,-9.828838931
1413276000,-9.44258368
1413276600,-8.334554083
1413277200,-3.476454855
1413277800,-2.567244962
1413278400,-3.099743828
1413279000,-3.688702467
1413279600,-1.368967537
1413280200,0.837266816
1413280800,5.000029748
1413281400,5.383863634
1413282000,2.038808301
1413282600,2.654457131
1413283200,-0.044942882
1413283800,-0.464647672
1413284400,0.930494107
1413285000,5.182711874
1413285600,6.636540706
1413286200,7.600825755
1413286800,6.173367598
1413287400,3.750552219
1413288000,2.322512911
1413288600,1.139971752
1413289200,12.07003063
1413289800,10.71646381
1413290400,9.928559655
1413291000,9.836959996
1413291600,8.135724989
1413292200,7.773254056
1413292800,9.58482212
1413293400,7.525362983
1413294000,11.81205634
1413294600,11.83724964
1413295200,6.526561412
1413295800,5.515045274
1413296400,4.068024008
1413297000,7.45387919
1413297600,9.348538585
1413298200,7.269129327
1413298800,8.068101619
1413299400,4.52877697
1413300000,5.423333673
1413300600,7.673214684
1413301200,3.052342032
1413301800,5.384055682
1413302400,-1.648316292
1413303000,2.790323784
1413303600,5.723628927
1413304200,0.564015824
1413304800,3.936699694
1413305400,8.222036373
1413306000,5.60427367
1413306600,7.313089755
1413307200,5.353184646
1413307800,2.452445186
1413308400,-1.230789552
1413309000,-0.755759452
1413309600,0.668046071
1413310200,-4.537083927
1413310800,-0.051669059
1413311400,-2.414733857
1413315000,-6.808993627
1413315600,-5.274012035
1413316200,4.394174593
1413316800,3.050096592
1413317400,-1.106025273
1413318000,-6.87904575
1413318600,-7.530596242
1413319200,-3.642996532
1413319800,-6.978467026
1413320400,-11.31762328
1413321000,-14.51083082
1413321600,-10.5978583
1413322200,-12.40552642
1413322800,-8.092106253
1413323400,-8.080666731
1413324000,-9.985565827
1413324600,-13.34302017
1413325200,-12.52235676
1413325800,-11.83921112
1413326400,-9.201086417
1413327000,-9.000511883
1413327600,-8.434256456
1413328200,-5.319662026
1413328800,-2.935945306
1413329400,-0.42904374
1413330000,1.601000535
1413330600,1.382145718
1413331200,3.655751224
1413331800,-0.255260955
1413332400,0.494609309
1413333000,0.533261087
1413333600,0.323799848
1413334200,-0.833662159
1413334800,-3.211642457
1413335400,-3.482212068
1413336000,-0.212475019
1413336600,-1.299822545
1413337200,-1.969096863
1413337800,-2.640501784
1413338400,-2.361194416
1413339000,-3.1583991
1413339600,-4.133117911
1413340200,-6.579663817
1413340800,-8.597871106
1413341400,-6.976410337
1413342000,-7.678418131
1413342600,-7.42177247
1413343200,-5.803604523
1413343800,-8.456427307
1413344400,-11.61225512
1413345000,-14.33374002
1413345600,-18.28649284
1413346200,-15.1339372
1413346800,-8.261333431
1413347400,-10.91938605
1413348000,-7.897472404
1413348600,-5.629097838
1413349200,-5.681673907
1413349800,-2.15162272
1413350400,-0.338509449
1413351000,-2.125261667
1413351600,-1.86270928
1413352200,0.010446796
1413352800,-0.806708754
1413353400,-0.166176452
1413354000,4.270910329
1413354600,2.941355837
1413355200,4.056324149
1413355800,2.925104985
1413356400,4.959989315
1413357000,3.487687354
1413357600,6.662225533
1413358200,6.159132916
1413358800,7.403871184
1413359400,8.944563045
1413360000,12.53465636
1413360600,13.2015295
1413361200,9.204227418
1413361800,10.87507671
1413362400,11.82725056
1413363000,8.071282261
1413363600,7.454785501
1413364200,6.511441983
1413364800,5.205710154
1413365400,5.651876635
1413366000,3.567426371
1413366600,1.51764602
1413367200,2.721515658
1413367800,2.564540816
1413368400,3.559325305
1413369000,1.328060095
1413369600,0.319637323
1413370200,2.130908954
1413370800,8.718306755
1413371400,2.37361499
1413372000,-5.007011416
1413372600,-0.432311586
1413373200,0.034772444
1413373800,-0.906053931
1413374400,0.583019132
1413375000,3.168553905
1413375600,4.667311216
1413376200,0.9333253
1413376800,-2.6955855
1413377400,0.738878927
1413378000,3.398789237
1413378600,-2.05842957
1413379200,-3.241946125
1413379800,-0.407717719
1413380400,-3.439588829
1413381000,2.001278297
1413381600,2.955581128
1413382200,1.653527918
1413382800,2.674071582
1413383400,5.224548325
1413384000,7.701617668
1413384600,5.649705276
1413385200,4.861793795
1413385800,5.768739821
1413386400,5.092101387
1413387000,6.900660013
1413387600,10.8125619
1413388200,9.678047392
1413388800,8.398267631
1413389400,3.738844429
1413390000,4.525413673
1413390600,4.523870714
1413391200,1.687235142
1413391800,6.986128845
1413392400,4.381626968
1413393000,1.997734464
1413393600,1.506647518
1413394200,-0.593396878
1413394800,0.222806068
1413395400,1.028453025
1413396000,3.068660479
1413396600,5.611001271
1413397200,5.068005925
1413397800,1.810972301
1413398400,3.611588811
1413399000,6.486199345
1413399600,6.450760421
1413400200,8.91824091
1413400800,7.488255926
1413401400,6.125577104
1413402000,5.704797814
1413402600,6.653675659
1413403200,4.89945854
1413403800,1.988736659
1413404400,2.589946299
1413405000,-0.472238868
1413405600,1.283151138
1413406200,0.515768718
1413406800,0.583951702
1413407400,2.755865318
1413408000,0.082796958
1413408600,-1.87421084
1413409200,-3.726918272
1413409800,-4.166389007
1413410400,-3.887862312
1413411000,-0.790415962
1413411600,-2.140893364
1413412200,-2.2682378
1413412800,-0.537252954
1413413400,-5.167334596
1413414000,-5.303976157
1413414600,-3.690656278
1413415200,-4.367490811
1413415800,-1.990753965
1413416400,-0.341989528
1413417000,1.993104525
1413417600,1.82237376
1413418200,3.162594752
1413418800,4.18788073
1413419400,2.888826552
1413420000,3.821336386
1413420600,3.348550586
1413421200,2.597436604
1413421800,1.458658164
1413422400,3.092992417
1413423000,2.638897203
1413423600,3.115951896
1413424200,2.925755035
1413424800,3.771880088
1413425400,3.262390206
1413426000,2.673198099
1413426600,2.543237672
1413427200,1.450846797
1413427800,1.050596145
1413428400,1.955214348
1413429000,1.963739879
1413429600,1.766763517
1413430200,3.159182122
1413430800,2.854709407
1413431400,2.781402002
1413432000,3.012279884
1413432600,3.829060704
1413433200,3.226503586
1413433800,4.271350674
1413434400,4.776779587
1413435000,4.709573015
1413435600,4.185168373
1413436200,3.370620647
1413436800,3.243758344
1413437400,1.66308183
1413438000,0.856862488
1413438600,0.733970615
1413439200,1.489352113
1413439800,1.514630646
1413440400,2.946754206
1413441000,2.025581411
1413441600,2.620686763
1413442200,1.718785716
1413442800,2.194192438
1413443400,1.843427473
1413444000,4.354096443
1413444600,4.008948296
1413445200,0.920611987
1413445800,3.024344546
1413446400,4.020575139
1413447000,4.122165711
1413447600,3.417824881
1413448200,3.831057635
1413448800,4.366022578
1413449400,2.155959333
1413450000,4.401567216
1413450600,4.509258619
1413451200,5.424430818
1413451800,6.502590525
1413452400,8.456215143
1413453000,7.401687866
1413453600,7.318791065
1413454200,10.97957221
1413454800,10.83498601
1413455400,9.442377978
1413456000,7.842234339
1413456600,8.51800902
1413457200,8.285391907
1413457800,7.172661294
1413458400,6.271146236
1413459000,7.991764902
1413459600,10.17955641
1413460200,9.656602322
1413460800,8.953906701
1413461400,9.985483877
1413462000,9.809132409
1413462600,7.098096767
1413463200,6.036014826
1413463800,4.766106748
1413464400,5.43151851
1413465000,5.396945624
1413465600,5.702390107
1413466800,3.058757211
1413467400,2.700630139
1413468000,1.584315495
1413468600,1.648425847
1413469200,-0.731889862
1413469800,1.647844581
1413470400,3.226392951
1413471000,5.167910593
